Artist	Title
Ekcle	Within the Palms of a God
Geoxor	Neon Eyes
Panda Eyes	Colorblind
Panda Eyes	Fuck Off
Panda Eyes	Wake Up
Panda Eyes	Weed N Fries
Panda Eyes, Teminite	Adventure Time
Panda Eyes, Teminite	Highscore
Panda Eyes, Teminite, Anna Yvette	Immortal Flame
Snavs	Us
Synthion	Waltz Capriccio
