Artist	Title
AAAMYYY	屍を越えてゆけ
Aimer	誰か、海を。
Aiobahn, KOCHO	Fragments
Aiobahn, Rionos, Stephen Walking	ここにいる - Stephen Walking Remix
Android52, Puniden	Everyday (Zero ONE) [feat. Puniden]
Aoki Takamasa, Tujiko Noriko	Fly-Variation
BLUE ENCOUNT	ポラリス
ChouCho	優しさの理由
Cö shu Nie	asphyxia
Cö shu Nie	asphyxia (piano ver.)
EGOIST	The Everlasting Guilty Crown
G over	drive
HoneyComeBear	Revolver
HoneyWorks, ちゅーたん(CV:早見沙織)	可愛くてごめん
Ichiko Aoba	IMPERIAL SMOKE TOWN
Ichiko Aoba	Kikai Jikake no Uchu - “gift” live ver.
Ichiko Aoba	amuletum
Ichiko Aoba	うたのけはい
Ichiko Aoba	腸髪のサーカス
Kinokoteikoku	ありふれた言葉
Kinokoteikoku	パラノイドパレード
Kinokoteikoku	怪獣の腕のなか
Kinokoteikoku	金木犀の夜
Kyary Pamyu Pamyu, Moe Shop	CANDY CANDY - Moe Shop Remix
MASS OF THE FERMENTING DREGS	Sugar
METRO MEW	めろめろグルーヴ
METRO MEW	アンチグラビティーズ
METRO MEW	プラズマ
METRO MEW	仮想なハートビート
Maaya Uchida	Canary
Milkoi, Nyarons	Lab
Milkoi, Nyarons, P3PPER	Lab (P3PPER Remix)
Milkoi, Serentium	Allium
Miyu Tomita, Mariye Ise	Deep In Abyss - Anime Intro Version
Mondo Grosso	惑星ﾀﾝﾄﾗ
ONE OK ROCK	Kimishidai Ressha
P3PPER, Milkoi, Darm	Hallucination
RADWIMPS	Fireworks Festival
RADWIMPS	Shiba Ko-En
RADWIMPS	We'll Be Alright
RADWIMPS, Toaka	Suzume
RADWIMPS, Toko Miura	Celebration (feat. Toko Miura)
RADWIMPS, Toko Miura	Grand Escape (Movie Edit) [feat. Toko Miura]
Rokudenashi	ただ声一つ
Sonoko Inoue	コトノハノオモイ
TORIENA	Mob
Tomggg, tsvaci	Sala
WEDNESDAY CAMPANELLA	Melos
YUI	again
Yunomi, nicamoq	Otogi Banashi No Hibi (feat. nicamoq)
Yunomi, nicamoq	Reflection
clammbon	Lush Life!
clammbon, Nujabes	Imaginary Folklore
halca	センチメンタルクライシス
halca	告白バンジージャンプ
majiko	ひび割れた世界
salyu × salyu	じぶんがいない
the peggies	LOVE TRIP (2019)
the peggies	MOTTO
the peggies	かみさま
the peggies	する
the peggies	はちみつ
the peggies	サマラブ超特急
the peggies	センチメートル
the peggies	ドリーミージャーニー
the peggies	マイクロフォン
the peggies	君のせい
the peggies	明日
the peggies	足跡
tricot	爆裂パニエさん
エミリア(CV:高橋李依)	STAY ALIVE
ヨルシカ	ただ君に晴れ
ヨルシカ	だから僕は音楽を辞めた
ヨルシカ	アルジャーノン
ヨルシカ	ヒッチコック
ヨルシカ	又三郎
ヨルシカ	夜行
ヨルシカ	思想犯
ヨルシカ	爆弾魔 - Re-Recording
ヨルシカ	老人と海
ヨルシカ	花に亡霊
ヨルシカ	藍二乗
ヨルシカ	言って。
ヨルシカ	逃亡
ヨルシカ	音楽泥棒の自白
ヨルシカ	風を食む
中村佳穂	FoolFor日記
中村佳穂	LINDY
中村佳穂	MIU
中村佳穂	get back
中村佳穂	きっとね！
中村佳穂	アイミル
佐咲紗花	Zzz (Acappella Version)
福原 遥	風に吹かれて
美波	アメヲマツ、
美波	カワキヲアメク
美波	フライハイト
美波	ホロネス
美波	ライラック
電音部, Tomggg, 黒鉄たま (CV: 秋奈), 白金 煌 (CV: 小宮有紗), 灰島銀華 (CV: 澁谷梓希)	twilight
