Artist	Title
	databreach wip v0.2
Celldweller, Joe Ford	My Disintegration - Joe Ford Remix
Eprom	Drone Warfare
Feed Me	Sleepless
KLOUD	ERROR
No Mana	Garage17
Noisia, Former	Pleasure Model
Panda Eyes	Wake Up
Party Favor	Too Much
Perturbator	Birth of the New Model
Perturbator	Humans Are Such Easy Prey
Phuture Doom	Burn The Knowledge
PrototypeRaptor	Wicked
Revenant	get out of my head
The Glitch Mob, LICK	System Bleed
The Toxic Avenger	Make This Right
