Artist	Title
A. G. Cook	Without
Alex G	Change
Alex G, Emily Yacina	Treehouse
Dead Calm	Wrong
Flanafi, Ape School	Gjuijar
KXLLSWXTCH	WASTE
Mid-Air Thief	Crumbling Together
Mid-Air Thief	Curve and Light
Mid-Air Thief	These Chains
Mid-Air Thief	Why?
The Shins	New Slang - 2021 Remaster
