Artist	Title
	SAINt JHN - Roses - Said the Sky Remix [Metal_Rock Cover]
Baths	Miasma Sky
Burial	Archangel
Chrome Sparks	Send The Pain On
Couros	Cracks
Endless Dive	89mmhg
Lena Raine, Minecraft	Infinite Amethyst
Man Is Not a Bird	Tendresse
Nicholas Britell	Agape
SWIM	Better Now
SawanoHiroyuki[nZk], たかはしほのか	LilaS
Tami T	Heart of a Dog
